,p_val,avg_log2FC,pct.1,pct.2,pct.diff,p_val_adj,cluster,gene
AC058791.1.3,3.36E-71,0.253568075,0.236,0.138,0.098,1.01E-66,activated CD4 T cells,AC058791.1
COX17,3.86E-71,0.258847608,0.511,0.425,0.086,1.17E-66,activated CD4 T cells,COX17
ATP6V1F.4,2.70E-70,-0.272218958,0.456,0.546,-0.09,8.14E-66,activated CD4 T cells,ATP6V1F
EVI2B.1,1.57E-68,-0.272868437,0.321,0.472,-0.151,4.73E-64,activated CD4 T cells,EVI2B
SERPINB1.3,3.28E-68,-0.27410547,0.288,0.424,-0.136,9.90E-64,activated CD4 T cells,SERPINB1
TNFAIP3.3,4.33E-68,0.257966384,0.438,0.316,0.122,1.31E-63,activated CD4 T cells,TNFAIP3
BCL6.2,9.11E-68,-0.260561087,0.054,0.156,-0.102,2.75E-63,activated CD4 T cells,BCL6
BTG2.2,1.24E-67,-0.296338507,0.217,0.354,-0.137,3.74E-63,activated CD4 T cells,BTG2
LGALS1.5,4.54E-67,-0.277050984,0.546,0.623,-0.077,1.37E-62,activated CD4 T cells,LGALS1
ADGRE5.2,7.41E-67,-0.287979721,0.179,0.307,-0.128,2.24E-62,activated CD4 T cells,ADGRE5
LRRFIP1.3,2.99E-66,-0.259599615,0.415,0.545,-0.13,9.03E-62,activated CD4 T cells,LRRFIP1
CD8B.7,4.62E-66,-0.301497668,0.038,0.128,-0.09,1.39E-61,activated CD4 T cells,CD8B
AC020916.1.2,1.48E-65,-0.276764519,0.138,0.258,-0.12,4.46E-61,activated CD4 T cells,AC020916.1
PLIN2.7,1.60E-64,-0.355919745,0.203,0.322,-0.119,4.81E-60,activated CD4 T cells,PLIN2
GZMK.6,3.28E-64,-0.390106336,0.045,0.136,-0.091,9.89E-60,activated CD4 T cells,GZMK
LAMP1.4,3.40E-64,-0.268494364,0.287,0.41,-0.123,1.03E-59,activated CD4 T cells,LAMP1
ANXA5.6,7.96E-64,-0.262902624,0.401,0.506,-0.105,2.40E-59,activated CD4 T cells,ANXA5
FABP5.5,4.81E-62,-0.304052253,0.201,0.322,-0.121,1.45E-57,activated CD4 T cells,FABP5
H2AFY.7,3.07E-60,-0.255326534,0.351,0.458,-0.107,9.25E-56,activated CD4 T cells,H2AFY
MT-ATP8.4,2.10E-58,-0.275594079,0.161,0.282,-0.121,6.33E-54,activated CD4 T cells,MT-ATP8
MCL1.4,2.98E-58,-0.27014989,0.478,0.575,-0.097,8.99E-54,activated CD4 T cells,MCL1
GRB2.4,3.52E-57,-0.252233817,0.296,0.416,-0.12,1.06E-52,activated CD4 T cells,GRB2
CCL2.5,1.90E-56,-0.311078561,0.041,0.124,-0.083,5.74E-52,activated CD4 T cells,CCL2
VASP.3,5.46E-56,-0.27474368,0.285,0.404,-0.119,1.65E-51,activated CD4 T cells,VASP
NAMPT.6,1.70E-54,-0.394872375,0.253,0.36,-0.107,5.13E-50,activated CD4 T cells,NAMPT
CACYBP,2.89E-53,0.251263133,0.387,0.308,0.079,8.71E-49,activated CD4 T cells,CACYBP
TALDO1.5,5.18E-51,-0.27048218,0.341,0.449,-0.108,1.56E-46,activated CD4 T cells,TALDO1
ALDOA.5,1.74E-48,-0.2769349,0.338,0.443,-0.105,5.25E-44,activated CD4 T cells,ALDOA
FN1.6,1.03E-47,-0.294071456,0.096,0.183,-0.087,3.11E-43,activated CD4 T cells,FN1
GNLY.8,3.54E-47,-0.481830746,0.071,0.149,-0.078,1.07E-42,activated CD4 T cells,GNLY
RIPOR2.6,1.02E-36,-0.292547251,0.191,0.268,-0.077,3.07E-32,activated CD4 T cells,RIPOR2
GZMB.8,6.88E-35,-0.28784291,0.09,0.161,-0.071,2.08E-30,activated CD4 T cells,GZMB
TPSAB1,0,3.116786092,0.998,0.02,0.978,0,Mast cells,TPSAB1
CPA3,0,2.650188496,0.99,0.005,0.985,0,Mast cells,CPA3
CLU,0,2.080694061,0.962,0.069,0.893,0,Mast cells,CLU
LTC4S.2,0,2.026926723,0.95,0.074,0.876,0,Mast cells,LTC4S
GATA2,0,2.009040391,0.913,0.004,0.909,0,Mast cells,GATA2
KIT,0,2.003607275,0.898,0.008,0.89,0,Mast cells,KIT
HPGDS,0,1.951245681,0.942,0.052,0.89,0,Mast cells,HPGDS
VWA5A,0,1.910221702,0.918,0.052,0.866,0,Mast cells,VWA5A
IL1RL1,0,1.778146754,0.826,0.005,0.821,0,Mast cells,IL1RL1
SLC18A2,0,1.735941723,0.834,0.004,0.83,0,Mast cells,SLC18A2
MS4A2,0,1.664424144,0.821,0.001,0.82,0,Mast cells,MS4A2
CD9.7,0,1.542539218,0.959,0.282,0.677,0,Mast cells,CD9
AL157895.1,0,1.525173675,0.788,0.002,0.786,0,Mast cells,AL157895.1
AREG.6,0,1.423683405,0.769,0.138,0.631,0,Mast cells,AREG
RGS13,0,1.40846566,0.715,0.021,0.694,0,Mast cells,RGS13
TSC22D1,0,1.365640582,0.763,0.127,0.636,0,Mast cells,TSC22D1
LMO4.1,0,1.319340791,0.789,0.202,0.587,0,Mast cells,LMO4
MAOB,0,1.283287174,0.669,0.003,0.666,0,Mast cells,MAOB
LAPTM4A.5,0,1.270216349,0.952,0.42,0.532,0,Mast cells,LAPTM4A
PTGS1,0,1.268994149,0.701,0.089,0.612,0,Mast cells,PTGS1
HPGD.1,0,1.240235475,0.637,0.054,0.583,0,Mast cells,HPGD
SOCS1.4,0,1.239210335,0.797,0.237,0.56,0,Mast cells,SOCS1
ACSL4.3,0,1.215268278,0.737,0.163,0.574,0,Mast cells,ACSL4
TIMP3,0,1.192067081,0.665,0.047,0.618,0,Mast cells,TIMP3
SLC26A2,0,1.173143083,0.609,0.06,0.549,0,Mast cells,SLC26A2
RHOBTB3,0,1.162234314,0.635,0.062,0.573,0,Mast cells,RHOBTB3
HDC,0,1.157016051,0.506,0.001,0.505,0,Mast cells,HDC
SAMSN1.2,0,1.152217238,0.913,0.402,0.511,0,Mast cells,SAMSN1
SLC45A3,0,1.142518335,0.584,0.011,0.573,0,Mast cells,SLC45A3
MLPH,0,1.124804706,0.602,0.031,0.571,0,Mast cells,MLPH
RGS2.8,0,1.117648703,0.918,0.353,0.565,0,Mast cells,RGS2
BACE2,0,1.093312816,0.593,0.026,0.567,0,Mast cells,BACE2
IL18.6,0,1.085833161,0.687,0.153,0.534,0,Mast cells,IL18
RGS1.7,0,1.073884079,0.951,0.462,0.489,0,Mast cells,RGS1
BTK.6,0,1.066988348,0.676,0.144,0.532,0,Mast cells,BTK
CAVIN2,0,1.044539515,0.511,0.012,0.499,0,Mast cells,CAVIN2
CNRIP1,0,1.029602018,0.544,0.02,0.524,0,Mast cells,CNRIP1
FOXP1.2,0,1.028196554,0.82,0.334,0.486,0,Mast cells,FOXP1
BMP2K.5,0,1.020151242,0.644,0.15,0.494,0,Mast cells,BMP2K
NSMCE1,0,1.001025059,0.656,0.199,0.457,0,Mast cells,NSMCE1
HES1,0,0.999057439,0.476,0.053,0.423,0,Mast cells,HES1
HIST1H4C.4,0,0.990565216,0.737,0.327,0.41,0,Mast cells,HIST1H4C
PLIN2.8,0,0.989731219,0.79,0.299,0.491,0,Mast cells,PLIN2
ARHGEF6,0,0.989532849,0.64,0.141,0.499,0,Mast cells,ARHGEF6
PBX1,0,0.984986179,0.504,0.01,0.494,0,Mast cells,PBX1
GRAP2.4,0,0.983501334,0.616,0.096,0.52,0,Mast cells,GRAP2
SMYD3,0,0.980428494,0.559,0.054,0.505,0,Mast cells,SMYD3
ADRB2,0,0.978614933,0.559,0.067,0.492,0,Mast cells,ADRB2
ARHGAP18.5,0,0.974088589,0.733,0.242,0.491,0,Mast cells,ARHGAP18
CD69.7,0,0.966392483,0.776,0.361,0.415,0,Mast cells,CD69
EGR1.9,0,0.958532929,0.604,0.216,0.388,0,Mast cells,EGR1
CAPG.5,0,0.953137559,0.922,0.455,0.467,0,Mast cells,CAPG
LMNA.5,0,0.94864758,0.644,0.192,0.452,0,Mast cells,LMNA
TENT5A,0,0.948364612,0.574,0.121,0.453,0,Mast cells,TENT5A
SEPT2.1,0,0.943221089,0.788,0.338,0.45,0,Mast cells,02-Sep
CD63.6,0,0.935515579,0.984,0.641,0.343,0,Mast cells,CD63
GALC,0,0.934695633,0.54,0.098,0.442,0,Mast cells,GALC
ALDH1A1,0,0.920748868,0.54,0.074,0.466,0,Mast cells,ALDH1A1
SOX4.1,0,0.91875303,0.529,0.103,0.426,0,Mast cells,SOX4
GNPTAB.1,0,0.914070523,0.671,0.211,0.46,0,Mast cells,GNPTAB
NR4A1.2,0,0.912310687,0.568,0.181,0.387,0,Mast cells,NR4A1
TMEM176B.8,0,0.908035263,0.673,0.198,0.475,0,Mast cells,TMEM176B
FOSB.4,0,0.904006822,0.712,0.346,0.366,0,Mast cells,FOSB
RENBP.1,0,0.897808758,0.579,0.122,0.457,0,Mast cells,RENBP
STX3.1,0,0.896844551,0.576,0.102,0.474,0,Mast cells,STX3
CD82.3,0,0.89269923,0.677,0.208,0.469,0,Mast cells,CD82
BEX4.1,0,0.886711968,0.651,0.193,0.458,0,Mast cells,BEX4
LYL1.3,0,0.87902334,0.584,0.142,0.442,0,Mast cells,LYL1
AKAP13.2,0,0.87415242,0.797,0.436,0.361,0,Mast cells,AKAP13
ITM2C.5,0,0.873122729,0.63,0.144,0.486,0,Mast cells,ITM2C
PEBP1.2,0,0.861997986,0.845,0.456,0.389,0,Mast cells,PEBP1
SLC44A1,0,0.858944495,0.568,0.132,0.436,0,Mast cells,SLC44A1
ALAS1,0,0.857360327,0.474,0.093,0.381,0,Mast cells,ALAS1
ALOX5.6,0,0.851120411,0.661,0.216,0.445,0,Mast cells,ALOX5
RHOH.8,0,0.850595119,0.725,0.281,0.444,0,Mast cells,RHOH
ALOX5AP.6,0,0.849104405,0.955,0.556,0.399,0,Mast cells,ALOX5AP
CALB2,0,0.84654886,0.424,0.002,0.422,0,Mast cells,CALB2
PRKCA.1,0,0.84036735,0.507,0.098,0.409,0,Mast cells,PRKCA
RAB32.7,0,0.83802681,0.59,0.158,0.432,0,Mast cells,RAB32
JUN.3,0,0.835630473,0.792,0.519,0.273,0,Mast cells,JUN
HSPA1B.2,0,0.834896919,0.617,0.292,0.325,0,Mast cells,HSPA1B
CTSG,0,0.824619081,0.229,0.004,0.225,0,Mast cells,CTSG
CTNNBL1,0,0.823508968,0.571,0.163,0.408,0,Mast cells,CTNNBL1
GMPR,0,0.821903412,0.444,0.026,0.418,0,Mast cells,GMPR
ANXA1.5,0,0.821894022,0.932,0.583,0.349,0,Mast cells,ANXA1
BHLHE40.1,0,0.816519354,0.643,0.226,0.417,0,Mast cells,BHLHE40
TESPA1.1,0,0.80980151,0.496,0.068,0.428,0,Mast cells,TESPA1
PPP1R15A.5,0,0.807924674,0.704,0.371,0.333,0,Mast cells,PPP1R15A
SWAP70.4,0,0.807108048,0.558,0.16,0.398,0,Mast cells,SWAP70
NFE2L3,0,0.802067259,0.457,0.054,0.403,0,Mast cells,NFE2L3
GCSAML,0,0.800556168,0.411,0.002,0.409,0,Mast cells,GCSAML
ATP6V0A2,0,0.795398793,0.462,0.068,0.394,0,Mast cells,ATP6V0A2
LAT2.6,0,0.794734773,0.637,0.214,0.423,0,Mast cells,LAT2
STMN1.3,0,0.79287849,0.639,0.216,0.423,0,Mast cells,STMN1
GLUL.7,0,0.787681736,0.909,0.477,0.432,0,Mast cells,GLUL
AC106739.1,0,0.786870388,0.405,0.014,0.391,0,Mast cells,AC106739.1
LEO1,0,0.786426753,0.466,0.088,0.378,0,Mast cells,LEO1
ACOT7,0,0.778208072,0.431,0.053,0.378,0,Mast cells,ACOT7
LAX1,0,0.775354639,0.43,0.046,0.384,0,Mast cells,LAX1
RAB27B,0,0.774715193,0.405,0.013,0.392,0,Mast cells,RAB27B
ID2.5,0,0.772088663,0.839,0.491,0.348,0,Mast cells,ID2
LPCAT2.7,0,0.76877046,0.55,0.15,0.4,0,Mast cells,LPCAT2
TESC,0,0.76517584,0.476,0.081,0.395,0,Mast cells,TESC
AHNAK.3,0,0.761706619,0.754,0.383,0.371,0,Mast cells,AHNAK
SNHG8.3,0,0.754503515,0.778,0.415,0.363,0,Mast cells,SNHG8
MSRA,0,0.752719091,0.495,0.118,0.377,0,Mast cells,MSRA
INKA1,0,0.749167876,0.402,0.011,0.391,0,Mast cells,INKA1
STXBP6,0,0.747826513,0.381,0.006,0.375,0,Mast cells,STXBP6
HSP90AB1.1,0,0.743652099,0.916,0.642,0.274,0,Mast cells,HSP90AB1
SQSTM1.3,0,0.735577572,0.763,0.399,0.364,0,Mast cells,SQSTM1
KCNQ1OT1,0,0.730623031,0.429,0.089,0.34,0,Mast cells,KCNQ1OT1
CADPS,0,0.727356851,0.344,0.003,0.341,0,Mast cells,CADPS
CKLF.5,0,0.726538783,0.868,0.516,0.352,0,Mast cells,CKLF
DDIT4.5,0,0.725230102,0.84,0.519,0.321,0,Mast cells,DDIT4
LIF,0,0.718878385,0.349,0.01,0.339,0,Mast cells,LIF
ZNRF1,0,0.716681797,0.417,0.047,0.37,0,Mast cells,ZNRF1
FERMT2,0,0.7114907,0.372,0.007,0.365,0,Mast cells,FERMT2
SMIM1,0,0.711248833,0.34,0.017,0.323,0,Mast cells,SMIM1
TMEM233,0,0.710413909,0.345,0.001,0.344,0,Mast cells,TMEM233
CTSD.7,0,0.710240248,0.915,0.568,0.347,0,Mast cells,CTSD
P2RX1.1,0,0.70604173,0.389,0.029,0.36,0,Mast cells,P2RX1
VEGFA.7,0,0.703929305,0.474,0.147,0.327,0,Mast cells,VEGFA
CDK15,0,0.702947926,0.356,0.001,0.355,0,Mast cells,CDK15
C12orf57.6,0,0.701364532,0.736,0.377,0.359,0,Mast cells,C12orf57
TDRD3,0,0.697450504,0.403,0.082,0.321,0,Mast cells,TDRD3
NFKBIA.3,0,0.697192788,0.869,0.604,0.265,0,Mast cells,NFKBIA
VIM.5,0,0.697027537,0.98,0.822,0.158,0,Mast cells,VIM
IRS2.4,0,0.696429729,0.531,0.161,0.37,0,Mast cells,IRS2
JUND.2,0,0.694123177,0.771,0.509,0.262,0,Mast cells,JUND
LAT.8,0,0.694111516,0.601,0.206,0.395,0,Mast cells,LAT
SPATS2L.1,0,0.692411552,0.487,0.155,0.332,0,Mast cells,SPATS2L
HS3ST1,0,0.691145642,0.364,0.04,0.324,0,Mast cells,HS3ST1
TSEN54.1,0,0.690134118,0.475,0.106,0.369,0,Mast cells,TSEN54
HSD17B12.1,0,0.688501471,0.51,0.17,0.34,0,Mast cells,HSD17B12
OSBPL8.1,0,0.686345794,0.666,0.314,0.352,0,Mast cells,OSBPL8
HS6ST1,0,0.684497902,0.368,0.027,0.341,0,Mast cells,HS6ST1
AP2M1,0,0.682898335,0.732,0.392,0.34,0,Mast cells,AP2M1
KCNH2,0,0.68118308,0.34,0.002,0.338,0,Mast cells,KCNH2
CD81.6,0,0.67818257,0.727,0.396,0.331,0,Mast cells,CD81
FCER1A.2,0,0.676688044,0.386,0.042,0.344,0,Mast cells,FCER1A
TSC22D3.3,0,0.673188326,0.935,0.722,0.213,0,Mast cells,TSC22D3
SYAP1,0,0.672657738,0.552,0.241,0.311,0,Mast cells,SYAP1
CPEB4.1,0,0.672543892,0.478,0.153,0.325,0,Mast cells,CPEB4
METRNL.4,0,0.671121381,0.558,0.212,0.346,0,Mast cells,METRNL
SERTAD1,0,0.671061331,0.479,0.183,0.296,0,Mast cells,SERTAD1
FER,0,0.670085062,0.368,0.037,0.331,0,Mast cells,FER
HLTF,0,0.66963662,0.4,0.071,0.329,0,Mast cells,HLTF
CD84.3,0,0.662515615,0.595,0.246,0.349,0,Mast cells,CD84
PMP22.6,0,0.659924229,0.52,0.149,0.371,0,Mast cells,PMP22
ATP6V1F.5,0,0.659297993,0.872,0.529,0.343,0,Mast cells,ATP6V1F
ASAH1.9,0,0.659163309,0.802,0.41,0.392,0,Mast cells,ASAH1
CD44.4,0,0.656154976,0.885,0.598,0.287,0,Mast cells,CD44
TMEM154.4,0,0.65613873,0.554,0.162,0.392,0,Mast cells,TMEM154
ARMH1.1,0,0.65589831,0.395,0.066,0.329,0,Mast cells,ARMH1
EPB41L4A-AS1,0,0.655489279,0.505,0.174,0.331,0,Mast cells,EPB41L4A-AS1
RAC2.4,0,0.65380849,0.897,0.596,0.301,0,Mast cells,RAC2
MAST4.1,0,0.653642805,0.39,0.055,0.335,0,Mast cells,MAST4
HEXIM1,0,0.649250441,0.46,0.154,0.306,0,Mast cells,HEXIM1
DHRS9,0,0.64702253,0.348,0.038,0.31,0,Mast cells,DHRS9
NTRK1,0,0.64562912,0.331,0.002,0.329,0,Mast cells,NTRK1
PHF20,0,0.64383237,0.543,0.221,0.322,0,Mast cells,PHF20
SELENOK.1,0,0.643677099,0.718,0.413,0.305,0,Mast cells,SELENOK
AHI1.1,0,0.643253694,0.408,0.094,0.314,0,Mast cells,AHI1
RHBDD2.1,0,0.641490856,0.476,0.156,0.32,0,Mast cells,RHBDD2
PRDX6.1,0,0.641196828,0.74,0.414,0.326,0,Mast cells,PRDX6
PLGRKT,0,0.63389011,0.476,0.156,0.32,0,Mast cells,PLGRKT
FHL3,0,0.63208159,0.392,0.08,0.312,0,Mast cells,FHL3
SPINT2.5,0,0.625278177,0.629,0.289,0.34,0,Mast cells,SPINT2
CNST,0,0.623814448,0.393,0.084,0.309,0,Mast cells,CNST
TMEM44,0,0.622791938,0.323,0.013,0.31,0,Mast cells,TMEM44
CSF1.1,0,0.618898243,0.326,0.053,0.273,0,Mast cells,CSF1
SERPINB6.4,0,0.618410301,0.55,0.227,0.323,0,Mast cells,SERPINB6
CATSPER1,0,0.615084998,0.367,0.055,0.312,0,Mast cells,CATSPER1
DDAH2.4,0,0.614227592,0.525,0.208,0.317,0,Mast cells,DDAH2
CTTNBP2,0,0.613249787,0.29,0.006,0.284,0,Mast cells,CTTNBP2
CD22.1,0,0.612560709,0.364,0.05,0.314,0,Mast cells,CD22
SNX29,0,0.608303869,0.407,0.105,0.302,0,Mast cells,SNX29
TCTEX1D1,0,0.606977426,0.314,0.012,0.302,0,Mast cells,TCTEX1D1
TMEM273,0,0.60690324,0.412,0.104,0.308,0,Mast cells,TMEM273
TNIK,0,0.605184497,0.391,0.08,0.311,0,Mast cells,TNIK
MAML1,0,0.603397924,0.363,0.069,0.294,0,Mast cells,MAML1
ST3GAL4.1,0,0.602271819,0.35,0.04,0.31,0,Mast cells,ST3GAL4
KIAA1522,0,0.601693236,0.307,0.017,0.29,0,Mast cells,KIAA1522
FXYD5.3,0,0.600061412,0.924,0.674,0.25,0,Mast cells,FXYD5
PARP4,0,0.600032544,0.446,0.156,0.29,0,Mast cells,PARP4
ITM2A.9,0,0.593777505,0.603,0.226,0.377,0,Mast cells,ITM2A
BST2.4,0,0.590428483,0.768,0.463,0.305,0,Mast cells,BST2
NMT2,0,0.58801026,0.377,0.072,0.305,0,Mast cells,NMT2
RAB34.2,0,0.586235126,0.399,0.119,0.28,0,Mast cells,RAB34
SIGLEC6,0,0.581858118,0.296,0.003,0.293,0,Mast cells,SIGLEC6
SLC11A2.1,0,0.580504016,0.394,0.11,0.284,0,Mast cells,SLC11A2
EMID1,0,0.579392773,0.295,0.003,0.292,0,Mast cells,EMID1
RAB37,0,0.574198996,0.354,0.052,0.302,0,Mast cells,RAB37
UBB.1,0,0.573392174,0.946,0.764,0.182,0,Mast cells,UBB
IL18R1.1,0,0.572847693,0.337,0.059,0.278,0,Mast cells,IL18R1
GATAD1,0,0.57179208,0.414,0.135,0.279,0,Mast cells,GATAD1
PKIG.1,0,0.568575601,0.337,0.045,0.292,0,Mast cells,PKIG
RPL36AL.1,0,0.565751396,0.959,0.807,0.152,0,Mast cells,RPL36AL
SYTL2.1,0,0.562869037,0.362,0.061,0.301,0,Mast cells,SYTL2
NDUFA4.1,0,0.560856472,0.9,0.675,0.225,0,Mast cells,NDUFA4
SVOPL,0,0.558953561,0.276,0.001,0.275,0,Mast cells,SVOPL
RALB,0,0.556987444,0.456,0.154,0.302,0,Mast cells,RALB
DLC1,0,0.553229026,0.288,0.015,0.273,0,Mast cells,DLC1
CD33.1,0,0.552209045,0.384,0.112,0.272,0,Mast cells,CD33
PROCR,0,0.549837544,0.321,0.056,0.265,0,Mast cells,PROCR
CLCN3,0,0.547149145,0.362,0.096,0.266,0,Mast cells,CLCN3
P2RY14.2,0,0.547145952,0.282,0.023,0.259,0,Mast cells,P2RY14
AC084033.3,0,0.539146934,0.316,0.053,0.263,0,Mast cells,AC084033.3
KLRG1.3,0,0.537649107,0.406,0.092,0.314,0,Mast cells,KLRG1
SPECC1,0,0.536885297,0.331,0.071,0.26,0,Mast cells,SPECC1
NDFIP2.1,0,0.535461265,0.339,0.062,0.277,0,Mast cells,NDFIP2
FBXO34,0,0.522545637,0.35,0.096,0.254,0,Mast cells,FBXO34
AL078590.3,0,0.519927116,0.266,0.015,0.251,0,Mast cells,AL078590.3
MEIS2,0,0.518573505,0.255,0.006,0.249,0,Mast cells,MEIS2
ADAM12,0,0.516557082,0.277,0.018,0.259,0,Mast cells,ADAM12
CFAP36,0,0.51616266,0.366,0.106,0.26,0,Mast cells,CFAP36
PDCL,0,0.514563132,0.358,0.1,0.258,0,Mast cells,PDCL
ASRGL1,0,0.513960957,0.298,0.053,0.245,0,Mast cells,ASRGL1
CIRBP.3,0,0.513694016,0.878,0.647,0.231,0,Mast cells,CIRBP
TMEM220,0,0.513618088,0.29,0.04,0.25,0,Mast cells,TMEM220
MT-ND5,0,0.51330932,0.938,0.805,0.133,0,Mast cells,MT-ND5
TTI1,0,0.51218613,0.257,0.038,0.219,0,Mast cells,TTI1
TPSG1,0,0.511570611,0.252,0,0.252,0,Mast cells,TPSG1
ALS2,0,0.509188051,0.272,0.024,0.248,0,Mast cells,ALS2
MITF.1,0,0.50733342,0.319,0.079,0.24,0,Mast cells,MITF
SRGN.3,0,0.505409684,0.995,0.859,0.136,0,Mast cells,SRGN
COL18A1,0,0.502264793,0.315,0.059,0.256,0,Mast cells,COL18A1
CLIC1.2,0,0.501158385,0.938,0.772,0.166,0,Mast cells,CLIC1
EPB41L1,0,0.498931059,0.27,0.021,0.249,0,Mast cells,EPB41L1
GPR35,0,0.493913768,0.264,0.035,0.229,0,Mast cells,GPR35
IFITM10,0,0.493575138,0.283,0.05,0.233,0,Mast cells,IFITM10
UBA7,0,0.489507811,0.326,0.089,0.237,0,Mast cells,UBA7
AKAP12,0,0.489424023,0.239,0.011,0.228,0,Mast cells,AKAP12
KRT1,0,0.488418895,0.178,0.003,0.175,0,Mast cells,KRT1
GALNT6,0,0.485860888,0.293,0.071,0.222,0,Mast cells,GALNT6
NFIA,0,0.484916902,0.282,0.052,0.23,0,Mast cells,NFIA
FAM129B,0,0.482503039,0.305,0.079,0.226,0,Mast cells,FAM129B
CAVIN1,0,0.481070286,0.258,0.027,0.231,0,Mast cells,CAVIN1
DEXI,0,0.480685714,0.31,0.065,0.245,0,Mast cells,DEXI
RPL23.1,0,0.479376095,0.967,0.849,0.118,0,Mast cells,RPL23
NDST2,0,0.479215531,0.271,0.035,0.236,0,Mast cells,NDST2
KIAA1549,0,0.479139122,0.234,0.001,0.233,0,Mast cells,KIAA1549
TPSD1,0,0.477499459,0.184,0.001,0.183,0,Mast cells,TPSD1
CDKN1C,0,0.476989189,0.25,0.043,0.207,0,Mast cells,CDKN1C
RAPGEF2,0,0.4719265,0.289,0.057,0.232,0,Mast cells,RAPGEF2
AL662860.1,0,0.471103968,0.168,0,0.168,0,Mast cells,AL662860.1
H3F3B,0,0.465888781,0.994,0.927,0.067,0,Mast cells,H3F3B
BEX2,0,0.464135318,0.282,0.059,0.223,0,Mast cells,BEX2
HNRNPA2B1,0,0.458241987,0.906,0.768,0.138,0,Mast cells,HNRNPA2B1
ABCC4,0,0.454381903,0.254,0.029,0.225,0,Mast cells,ABCC4
CLNK.1,0,0.451731591,0.202,0.026,0.176,0,Mast cells,CLNK
RPL24.1,0,0.44626611,0.992,0.892,0.1,0,Mast cells,RPL24
ZNF704,0,0.445230836,0.225,0.008,0.217,0,Mast cells,ZNF704
RPL37A.2,0,0.441469742,0.992,0.922,0.07,0,Mast cells,RPL37A
KREMEN1,0,0.44007868,0.249,0.023,0.226,0,Mast cells,KREMEN1
CHN2,0,0.438169739,0.258,0.051,0.207,0,Mast cells,CHN2
RPL5.4,0,0.43725957,0.976,0.862,0.114,0,Mast cells,RPL5
MYB,0,0.428268035,0.21,0.013,0.197,0,Mast cells,MYB
TMOD1,0,0.426504214,0.215,0.009,0.206,0,Mast cells,TMOD1
AL135925.1.1,0,0.424167032,0.228,0.04,0.188,0,Mast cells,AL135925.1
SIGLEC8,0,0.423888504,0.22,0.006,0.214,0,Mast cells,SIGLEC8
FAM43A,0,0.419310022,0.241,0.044,0.197,0,Mast cells,FAM43A
HYI.1,0,0.418139909,0.261,0.06,0.201,0,Mast cells,HYI
NACA.2,0,0.417845219,0.975,0.887,0.088,0,Mast cells,NACA
SLC24A3,0,0.416913052,0.205,0.002,0.203,0,Mast cells,SLC24A3
SEMA7A.1,0,0.410505771,0.22,0.022,0.198,0,Mast cells,SEMA7A
AL731557.1,0,0.407997679,0.19,0.001,0.189,0,Mast cells,AL731557.1
MAPRE3,0,0.407824258,0.229,0.032,0.197,0,Mast cells,MAPRE3
TRIM24,0,0.407225635,0.255,0.055,0.2,0,Mast cells,TRIM24
RPL7A.3,0,0.400583923,0.974,0.887,0.087,0,Mast cells,RPL7A
AKAP5.1,0,0.390032104,0.22,0.027,0.193,0,Mast cells,AKAP5
ZNF462,0,0.388614887,0.195,0.006,0.189,0,Mast cells,ZNF462
ST8SIA6,0,0.388443726,0.197,0.004,0.193,0,Mast cells,ST8SIA6
ARHGAP6,0,0.386081563,0.209,0.023,0.186,0,Mast cells,ARHGAP6
PTMA,0,0.381300938,1,0.954,0.046,0,Mast cells,PTMA
RPL22.2,0,0.380814197,0.978,0.871,0.107,0,Mast cells,RPL22
STXBP5,0,0.378121913,0.226,0.034,0.192,0,Mast cells,STXBP5
CD274,0,0.374050201,0.199,0.02,0.179,0,Mast cells,CD274
GATA1,0,0.373206075,0.176,0.001,0.175,0,Mast cells,GATA1
ZNF844,0,0.372920149,0.213,0.036,0.177,0,Mast cells,ZNF844
TAL1,0,0.371668888,0.184,0.002,0.182,0,Mast cells,TAL1
COBLL1.2,0,0.36885822,0.206,0.025,0.181,0,Mast cells,COBLL1
RPL14.2,0,0.368078744,0.989,0.916,0.073,0,Mast cells,RPL14
MT-ND3,0,0.367436067,0.977,0.966,0.011,0,Mast cells,MT-ND3
NT5DC2,0,0.363257469,0.2,0.028,0.172,0,Mast cells,NT5DC2
WNK3,0,0.360206982,0.157,0.001,0.156,0,Mast cells,WNK3
SCIN,0,0.360121931,0.187,0.012,0.175,0,Mast cells,SCIN
LINC00996.2,0,0.358795024,0.19,0.028,0.162,0,Mast cells,LINC00996
ZNF667-AS1,0,0.355178686,0.197,0.018,0.179,0,Mast cells,ZNF667-AS1
PVALB,0,0.354957168,0.175,0.007,0.168,0,Mast cells,PVALB
ENPP3,0,0.354381799,0.175,0.001,0.174,0,Mast cells,ENPP3
S100A6.4,0,0.351294029,0.994,0.905,0.089,0,Mast cells,S100A6
SOX13,0,0.351004487,0.18,0.01,0.17,0,Mast cells,SOX13
C5orf30,0,0.349683953,0.183,0.016,0.167,0,Mast cells,C5orf30
RPL30.2,0,0.348916042,0.991,0.941,0.05,0,Mast cells,RPL30
AMHR2,0,0.348110731,0.171,0,0.171,0,Mast cells,AMHR2
HHIP-AS1.1,0,0.342293342,0.167,0.001,0.166,0,Mast cells,HHIP-AS1
RACK1.2,0,0.341377193,0.976,0.887,0.089,0,Mast cells,RACK1
